Chromsome	Gene_ID	Start	End	Length	Eigen_Improvement_Sweep_Region	InterPro_description
ch08	Solyc08g078290.1	59263206	59264678	1473	EDS169	Glycoprotein homolog (AHRD V1 *-*- Q8LCM1_ARATH)
ch08	Solyc08g078300.2	59267579	59269933	2355	EDS169	Homeobox-leucine zipper protein (AHRD V1 ***- Q40781_PIMBR)%3B contains Interpro domain(s)  IPR006712  HD-ZIP protein%2C N-terminal 
ch08	Solyc08g078310.2	59292037	59293515	1479	EDS169	Unknown Protein (AHRD V1)%3B contains Interpro domain(s)  IPR012438  Protein of unknown function DUF1639 
ch08	Solyc08g078320.2	59296206	59304933	8728	EDS169	E3 ubiquitin-protein ligase HOS1 (AHRD V1 **** HOS1_ARATH)%3B contains Interpro domain(s)  IPR001841  Zinc finger%2C RING-type 
ch08	Solyc08g078330.2	59308146	59311205	3060	EDS169	Oxidoreductase 2OG-Fe(II) oxygenase family (AHRD V1 **-- B9QUQ9_9RHOB)%3B contains Interpro domain(s)  IPR005123  Oxoglutarate and iron-dependent oxygenase 
ch08	Solyc08g078340.2	59322077	59325106	3030	EDS169	Myb family transcription factor (AHRD V1 **** Q2A9C4_BRAOL)%3B contains Interpro domain(s)  IPR006447  Myb-like DNA-binding region%2C SHAQKYF class 
ch08	Solyc08g078350.1	59336402	59336911	510	EDS169	Unknown Protein (AHRD V1)
ch08	Solyc08g080550.1	60991283	60992929	1647	EDS170	ATP-dependent RNA helicase DeaD (AHRD V1 **** C5ZVH9_9HELI)%3B contains Interpro domain(s)  IPR011545  DNA/RNA helicase%2C DEAD/DEAH box type%2C N-terminal 
ch08	Solyc08g080560.1	60994552	60994842	291	EDS170	Unknown Protein (AHRD V1)
ch08	Solyc08g080570.2	60995122	60998260	3139	EDS170	UDP-glucose 4-epimerase (AHRD V1 **** B0M3E8_PEA)%3B contains Interpro domain(s)  IPR005886  UDP-glucose 4-epimerase 
ch08	Solyc08g080580.2	61001617	61006067	4451	EDS170	Myb (AHRD V1 ***- Q948S4_TOBAC)%3B contains Interpro domain(s)  IPR015495  Myb transcription factor 
ch08	Solyc08g080590.2	61010944	61011980	1037	EDS170	Osmotin 81 (Fragment) (AHRD V1 **-- Q84ML3_SOLTU)%3B contains Interpro domain(s)  IPR001938  Thaumatin%2C pathogenesis-related 
ch08	Solyc08g080600.1	61015380	61015607	228	EDS170	Osmotin 81 (Fragment) (AHRD V1 **-- Q84MK2_SOLTU)%3B contains Interpro domain(s)  IPR001938  Thaumatin%2C pathogenesis-related 
ch08	Solyc08g080610.1	61018805	61019299	495	EDS170	Osmotin-like protein (Fragment) (AHRD V1 **-- Q8S4L1_SOLNI)%3B contains Interpro domain(s)  IPR001938  Thaumatin%2C pathogenesis-related 
ch08	Solyc08g080620.1	61020913	61021593	681	EDS170	Osmotin-like protein (Fragment) (AHRD V1 **-- Q8S4L1_SOLNI)%3B contains Interpro domain(s)  IPR017949  Thaumatin%2C conserved site  IPR001938  Thaumatin%2C pathogenesis-related 
ch08	Solyc08g080630.2	61046194	61048176	1983	EDS170	Chymotrypsin inhibitor-2 (AHRD V1 *-*- A8V413_HORSP)%3B contains Interpro domain(s)  IPR000864  Proteinase inhibitor I13%2C potato inhibitor I 
ch08	Solyc08g080640.1	61048109	61048852	744	EDS170	Osmotin-like protein (Fragment) (AHRD V1 **-- Q8S4L1_SOLNI)%3B contains Interpro domain(s)  IPR017949  Thaumatin%2C conserved site  IPR001938  Thaumatin%2C pathogenesis-related 
ch08	Solyc08g080650.1	61050423	61051163	741	EDS170	Osmotin-like protein (Fragment) (AHRD V1 **-- Q8S4L1_SOLNI)%3B contains Interpro domain(s)  IPR001938  Thaumatin%2C pathogenesis-related 
ch08	Solyc08g080660.1	61053978	61054730	753	EDS170	Osmotin-like protein (Fragment) (AHRD V1 **-- Q8S4L1_SOLNI)%3B contains Interpro domain(s)  IPR001938  Thaumatin%2C pathogenesis-related 
ch08	Solyc08g080670.1	61057123	61057875	753	EDS170	Osmotin-like protein (Fragment) (AHRD V1 **-- Q6TGR8_SOLTU)%3B contains Interpro domain(s)  IPR001938  Thaumatin%2C pathogenesis-related 
ch08	Solyc08g080680.2	61059432	61062183	2752	EDS170	Elicitor-responsive protein 3 (AHRD V1 **-- B6U4Y1_MAIZE)%3B contains Interpro domain(s)  IPR018029  C2 membrane targeting protein 
ch08	Solyc08g080690.2	61062698	61078787	16090	EDS170	Methyl binding domain protein (AHRD V1 *-*- B9I4C0_POPTR)%3B contains Interpro domain(s)  IPR001739  Methyl-CpG DNA binding 
ch08	Solyc08g080700.1	61090516	61093684	3169	EDS170	Carboxyl-terminal proteinase-like (AHRD V1 ***- Q6ZAJ4_ORYSJ)%3B contains Interpro domain(s)  IPR004314  Protein of unknown function DUF239%2C plant 
ch08	Solyc08g080710.1	61095123	61098154	3032	EDS170	Carboxyl-terminal peptidase (AHRD V1 ***- B6TV70_MAIZE)%3B contains Interpro domain(s)  IPR004314  Protein of unknown function DUF239%2C plant 
ch08	Solyc08g080720.2	61100501	61101420	920	EDS170	Selenoprotein H (AHRD V1 *-*- A8JGP7_CHLRE)%3B contains Interpro domain(s)  IPR011893  SelT/selW/selH selenoprotein 
ch08	Solyc08g080730.2	61105596	61110540	4945	EDS170	Senescence-associated protein (AHRD V1 ***- B3TLS7_ELAGV)%3B contains Interpro domain(s)  IPR000301  Tetraspanin%2C subgroup 
ch08	Solyc08g080740.2	61112325	61114470	2146	EDS170	Cysteine and glycine-rich protein 3 (AHRD V1 **-- B5XFL5_SALSA)%3B contains Interpro domain(s)  IPR001781  Zinc finger%2C LIM-type 
ch08	Solyc08g080750.2	61123966	61125305	1340	EDS170	GTP binding protein (AHRD V1 **-- B6TE93_MAIZE)%3B contains Interpro domain(s)  IPR007612  Protein of unknown function DUF567 
ch08	Solyc08g080760.1	61138455	61139276	822	EDS170	GTP binding protein (AHRD V1 ***- B6TE93_MAIZE)%3B contains Interpro domain(s)  IPR007612  Protein of unknown function DUF567 
ch08	Solyc08g080770.2	61143809	61144913	1105	EDS170	GTP binding protein (AHRD V1 **-- B6TE93_MAIZE)%3B contains Interpro domain(s)  IPR007612  Protein of unknown function DUF567 
ch08	Solyc08g080780.2	61145282	61151153	5872	EDS170	SKIP interacting protein 24 (Fragment) (AHRD V1 *--- B8Q8B0_ORYSI)
ch08	Solyc08g080790.1	61165040	61167336	2297	EDS170	Carboxyl-terminal proteinase (AHRD V1 ***- B6SL47_MAIZE)%3B contains Interpro domain(s)  IPR004314  Protein of unknown function DUF239%2C plant 
ch08	Solyc08g080800.1	61168367	61170964	2598	EDS170	Carboxyl-terminal peptidase (AHRD V1 ***- B6TV70_MAIZE)%3B contains Interpro domain(s)  IPR004314  Protein of unknown function DUF239%2C plant 
ch08	Solyc08g080810.1	61172140	61174584	2445	EDS170	Carboxyl-terminal proteinase-like (AHRD V1 ***- Q6ZAJ4_ORYSJ)%3B contains Interpro domain(s)  IPR004314  Protein of unknown function DUF239%2C plant 
ch08	Solyc08g080820.1	61174975	61177379	2405	EDS170	Carboxyl-terminal proteinase-like (AHRD V1 ***- Q6ZAJ4_ORYSJ)%3B contains Interpro domain(s)  IPR004314  Protein of unknown function DUF239%2C plant 
ch08	Solyc08g080830.2	61177982	61182919	4938	EDS170	Receptor like kinase%2C RLK
ch08	Solyc08g081650.1	61803221	61805947	2727	EDS171	Ethylene-responsive transcription factor 4 (AHRD V1 *-** B6THY5_MAIZE)%3B contains Interpro domain(s)  IPR001471  Pathogenesis-related transcriptional factor and ERF%2C DNA-binding 
ch08	Solyc08g081660.2	61808115	61808750	636	EDS171	Unknown Protein (AHRD V1)
ch08	Solyc08g081670.1	61809819	61810844	1026	EDS171	Ethylene-responsive transcription factor 4 (AHRD V1 *-*- ERF4_NICSY)%3B contains Interpro domain(s)  IPR001471  Pathogenesis-related transcriptional factor and ERF%2C DNA-binding 
ch08	Solyc08g081680.1	61814047	61815302	1256	EDS171	GTP binding protein (AHRD V1 **-- B6TE93_MAIZE)%3B contains Interpro domain(s)  IPR007612  Protein of unknown function DUF567 
ch08	Solyc08g081690.2	61837362	61846684	9323	EDS171	Respiratory burst oxidase (AHRD V1 **** D7KSW1_ARALY)%3B contains Interpro domain(s)  IPR013121  Ferric reductase%2C NAD binding 
ch08	Solyc08g081700.1	61850920	61851513	594	EDS171	Unknown Protein (AHRD V1)
ch08	Solyc08g081710.2	61861782	61863661	1880	EDS171	Unknown Protein (AHRD V1)
ch08	Solyc08g081720.2	61867512	61869759	2248	EDS171	Glycoside hydrolase family 5 (AHRD V1 **-- C7Q2F2_CATAD)%3B contains Interpro domain(s)  IPR001547  Glycoside hydrolase%2C family 5 
ch08	Solyc08g081730.2	61872803	61875069	2267	EDS171	Reticulon family protein (AHRD V1 ***- B2WS91_9BRAS)%3B contains Interpro domain(s)  IPR003388  Reticulon 
ch08	Solyc08g081740.2	61875719	61881459	5741	EDS171	Katanin p60 ATPase-containing subunit (AHRD V1 *--* KTNA1_ARATH)%3B contains Interpro domain(s)  IPR003959  ATPase%2C AAA-type%2C core 
ch08	Solyc08g081750.2	61884243	61888381	4139	EDS171	CAAX amino terminal protease family protein (AHRD V1 ***- D7MUD5_ARALY)%3B contains Interpro domain(s)  IPR003675  Abortive infection protein 
ch08	Solyc08g081760.1	61891120	61893165	2046	EDS171	Os11g0223400 protein (Fragment) (AHRD V1 *--- Q0ITS2_ORYSJ)
ch08	Solyc08g081770.2	61901463	61907902	6440	EDS171	Predicted membrane protein (Fragment) (AHRD V1 *--- B9GMI0_POPTR)%3B contains Interpro domain(s)  IPR001727  Uncharacterised protein family UPF0016 
ch08	Solyc08g081780.1	61908290	61908859	570	EDS171	Dirigent protein (AHRD V1 ***- Q9SDR7_FORIN)%3B contains Interpro domain(s)  IPR004265  Plant disease resistance response protein 
ch08	Solyc08g081790.1	61912629	61913198	570	EDS171	Dirigent protein (AHRD V1 ***- Q9SDR7_FORIN)%3B contains Interpro domain(s)  IPR004265  Plant disease resistance response protein 
ch08	Solyc08g081800.1	61915232	61915783	552	EDS171	Dirigent protein (AHRD V1 ***- Q9SDR6_FORIN)%3B contains Interpro domain(s)  IPR004265  Plant disease resistance response protein 
ch08	Solyc08g081810.2	61916642	61920862	4221	EDS171	Cation/H(+) antiporter 18 (AHRD V1 **** CHX18_ARATH)%3B contains Interpro domain(s)  IPR006153  Cation/H+ exchanger 
ch08	Solyc08g081820.2	61928548	61931640	3093	EDS171	Cation/H+ antiporter (AHRD V1 **** Q8A6U3_BACTN)%3B contains Interpro domain(s)  IPR006153  Cation/H+ exchanger 
ch08	Solyc08g081830.2	61940975	61945234	4260	EDS171	Os04g0625000 protein (Fragment) (AHRD V1 *-*- Q0J9Y7_ORYSJ)
ch08	Solyc08g081840.2	61959845	61961285	1441	EDS171	GAMYB-binding protein (Fragment) (AHRD V1 **-- Q84UD3_HORVD)%3B contains Interpro domain(s)  IPR013089  Kelch related 
ch08	Solyc08g081850.1	61962303	61963229	927	EDS171	Unknown Protein (AHRD V1)%3B contains Interpro domain(s)  IPR010605  Protein of unknown function DUF1191 
ch08	Solyc08g081860.1	61967929	61968315	387	EDS171	Unknown Protein (AHRD V1)
ch08	Solyc08g081870.2	61969082	61969438	357	EDS171	Unknown Protein (AHRD V1)
ch08	Solyc08g081880.1	61969436	61970364	929	EDS171	BTB/POZ protein (Fragment) (AHRD V1 **-- C5ICE0_NICBE)%3B contains Interpro domain(s)  IPR013089  Kelch related 
ch08	Solyc08g081890.2	61972311	61978302	5992	EDS171	Multidrug resistance protein ABC transporter family (AHRD V1 **-- B9GX56_POPTR)%3B contains Interpro domain(s)  IPR003439  ABC transporter-like 
ch08	Solyc08g081900.2	61981008	61987975	6968	EDS171	Translation initiation factor IF-2 (AHRD V1 **** D7LZF5_ARALY)%3B contains Interpro domain(s)  IPR000178  Initiation factor 2 
ch08	Solyc08g081910.2	61988688	61993931	5244	EDS171	V-type proton ATPase subunit E (AHRD V1 **** D3PGM0_9MAXI)%3B contains Interpro domain(s)  IPR002842  ATPase%2C V1/A1 complex%2C subunit E 
ch08	Solyc08g081920.2	61996591	62003980	7390	EDS171	Beta-1 3-galactosyltransferase 6 (AHRD V1 **-- B6UBH3_MAIZE)%3B contains Interpro domain(s)  IPR002659  Glycosyl transferase%2C family 31 
ch08	Solyc08g081930.2	62007442	62011190	3749	EDS171	Aldose 1-epimerase family protein (AHRD V1 **** B2WS69_ARAHA)%3B contains Interpro domain(s)  IPR014718  Glycoside hydrolase-type carbohydrate-binding%2C subgroup 
ch08	Solyc08g081940.2	62017281	62021205	3925	EDS171	Receptor like kinase%2C RLK
ch08	Solyc08g081950.2	62024412	62025834	1423	EDS171	Ubiquitin-conjugating enzyme E2 10 (AHRD V1 **** UBC10_ARATH)%3B contains Interpro domain(s)  IPR000608  Ubiquitin-conjugating enzyme%2C E2 
ch08	Solyc08g081960.1	62045738	62046757	1020	EDS171	Ethylene-responsive transcription factor 4 (AHRD V1 *-*- ERF4_NICSY)%3B contains Interpro domain(s)  IPR001471  Pathogenesis-related transcriptional factor and ERF%2C DNA-binding 
ch08	Solyc08g081970.2	62057132	62058485	1354	EDS171	Arabinogalactan peptide 22 (AHRD V1 --*- AGP22_ARATH)%3B contains Interpro domain(s)  IPR009424  Protein of unknown function DUF1070 
ch08	Solyc08g081980.2	62063601	62066787	3187	EDS171	Serine/threonine-protein kinase A-Raf (AHRD V1 *-** ARAF_PIG)%3B contains Interpro domain(s)  IPR010632  Protein of unknown function DUF1221 
ch08	Solyc08g081990.2	62067369	62074700	7332	EDS171	WD-40 repeat (AHRD V1 *--- Q3M9A6_ANAVT)%3B contains Interpro domain(s)  IPR020472  G-protein beta WD-40 repeat%2C region 
ch08	Solyc08g082000.2	62081443	62086358	4916	EDS171	Genomic DNA chromosome 5 TAC clone K19E1 (AHRD V1 *-*- Q9FK19_ARATH)
ch08	Solyc08g082010.2	62095443	62099923	4481	EDS171	Myosin heavy chain-like protein (AHRD V1 *-*- Q9FJ35_ARATH)%3B contains Interpro domain(s)  IPR009053  Prefoldin 
ch08	Solyc08g082020.2	62100535	62107680	7146	EDS171	Mitochondrial carrier-like protein (AHRD V1 ***- Q2PYY0_SOLTU)%3B contains Interpro domain(s)  IPR002067  Mitochondrial carrier protein 
ch08	Solyc08g082030.2	62113512	62114610	1099	EDS171	Unknown Protein (AHRD V1)
ch08	Solyc08g082040.2	62121368	62126730	5363	EDS171	Extra-large G-protein-like (AHRD V1 ***- Q6K2T0_ORYSJ)
ch08	Solyc08g082050.1	62128612	62129741	1130	EDS171	UBX domain-containing protein (AHRD V1 ***- D7KBM2_ARALY)%3B contains Interpro domain(s)  IPR006577  UAS 
ch08	Solyc08g082060.2	62131773	62136414	4642	EDS171	Leaf senescence protein-like (AHRD V1 ***- Q654T8_ORYSJ)%3B contains Interpro domain(s)  IPR004253  Protein of unknown function DUF231%2C plant 
ch08	Solyc08g082070.2	62136850	62139918	3069	EDS171	TOX high mobility group box family member 4 (AHRD V1 *--- TOX4_PONAB)%3B contains Interpro domain(s)  IPR000910  High mobility group%2C HMG1/HMG2 
ch08	Solyc08g082080.2	62143392	62149197	5806	EDS171	Amino acid transporter (AHRD V1 **** Q8GZV5_SOLLC)%3B contains Interpro domain(s)  IPR013057  Amino acid transporter%2C transmembrane 
ch08	Solyc08g082090.1	62154056	62154547	492	EDS171	Avr9/Cf-9 rapidly elicited protein 194 (AHRD V1 ***- Q9FQZ4_TOBAC)
ch08	Solyc08g082100.2	62159102	62164303	5202	EDS171	Transport protein SEC13 (AHRD V1 ***- C1GD28_PARBD)%3B contains Interpro domain(s)  IPR017986  WD40 repeat%2C region 
ch08	Solyc08g082110.2	62164391	62166398	2008	EDS171	WRKY transcription factor-30 (AHRD V1 **** B6VB04_CAPAN)%3B contains Interpro domain(s)  IPR003657  DNA-binding WRKY 
ch08	Solyc08g082120.2	62171934	62173538	1605	EDS171	Methanol inducible protein (AHRD V1 ***- D1MAX5_NICBE)
ch08	Solyc08g082130.2	62175884	62176902	1019	EDS171	Unknown Protein (AHRD V1)
ch08	Solyc08g082140.1	62177814	62179038	1225	EDS171	Esterase/lipase/thioesterase family protein (AHRD V1 ***- B6U7E1_MAIZE)
ch08	Solyc08g082150.1	62184696	62185922	1227	EDS171	Alpha/beta hydrolase (AHRD V1 ***- D0M6M2_VIBSE)
ch08	Solyc08g082160.2	62189308	62190294	987	EDS171	Unknown Protein (AHRD V1)
ch08	Solyc08g082170.2	62196569	62202288	5720	EDS171	Glycoside hydrolase family 28 protein/polygalacturonase family protein (AHRD V1 **-- Q1PF10_ARATH)%3B contains Interpro domain(s)  IPR012334  Pectin lyase fold 
ch08	Solyc08g082180.2	62203729	62206170	2442	EDS171	Abscisic acid receptor PYL9 (AHRD V1 **-- PYL9_ARATH)%3B contains Interpro domain(s)  IPR019587  Polyketide cyclase/dehydrase 
ch08	Solyc08g082190.2	62209518	62210732	1215	EDS171	Unknown Protein (AHRD V1)
ch08	Solyc08g082200.2	62213441	62219493	6053	EDS171	DNA primase (AHRD V1 **** B6T4S3_MAIZE)%3B contains Interpro domain(s)  IPR014052  DNA primase%2C small subunit%2C eukaryotic and archaeal 
ch08	Solyc08g082210.2	62221339	62222646	1308	EDS171	Ethylene responsive transcription factor 2b (AHRD V1 *-*- C0J9I6_9ROSA)%3B contains Interpro domain(s)  IPR001471  Pathogenesis-related transcriptional factor and ERF%2C DNA-binding 
ch08	Solyc08g082220.1	62236256	62236465	210	EDS171	Unknown Protein (AHRD V1)
ch08	Solyc08g082230.2	62241419	62242676	1258	EDS171	Unknown Protein (AHRD V1)
ch08	Solyc08g082240.1	62245602	62245883	282	EDS171	Unknown Protein (AHRD V1)
ch08	Solyc08g082250.2	62259660	62264948	5289	EDS171	Endoglucanase 1 (AHRD V1 ***- B6U0J0_MAIZE)%3B contains Interpro domain(s)  IPR008928  Six-hairpin glycosidase-like  IPR012341  Six-hairpin glycosidase  IPR018221  Glycoside hydrolase%2C family 9%2C active site  IPR001701  Glycoside hydrolase%2C family 9 
ch08	Solyc08g082260.1	62265564	62267353	1790	EDS171	Integrin-linked kinase-associated serine/threonine phosphatase 2C (AHRD V1 **** ILKAP_RAT)%3B contains Interpro domain(s)  IPR015655  Protein phosphatase 2C 
ch08	Solyc08g082270.2	62274283	62279603	5321	EDS171	Leucine-rich repeat domain protein (AHRD V1 **-- A6C938_9PLAN)%3B contains Interpro domain(s)  IPR006553  Leucine-rich repeat%2C cysteine-containing subtype 
ch08	Solyc08g082280.2	62279956	62289714	9759	EDS171	Long-chain-fatty-acid-CoA ligase (AHRD V1 **** B2WS80_ARAHA)%3B contains Interpro domain(s)  IPR000873  AMP-dependent synthetase and ligase 
ch08	Solyc08g082290.2	62293270	62296902	3633	EDS171	Inner membrane protein oxa1-1 mitochondrial (AHRD V1 ***- B0WXK3_CULQU)%3B contains Interpro domain(s)  IPR001708  Membrane insertion protein%2C OxaA/YidC 
ch08	Solyc08g082300.2	62301639	62303972	2334	EDS171	Mitochondrial inner membrane protein OXA1 (AHRD V1 ***- OXA1_ARATH)%3B contains Interpro domain(s)  IPR001708  Membrane insertion protein%2C OxaA/YidC 
ch08	Solyc08g082310.2	62306796	62311786	4991	EDS171	RING finger protein (AHRD V1 *-*- C6EUD3_SOYBN)%3B contains Interpro domain(s)  IPR018957  Zinc finger%2C C3HC4 RING-type 
ch08	Solyc08g082320.2	62316163	62320828	4666	EDS171	Ubr7 protein (Fragment) (AHRD V1 **-- Q68FN3_MOUSE)%3B contains Interpro domain(s)  IPR013993  Zinc finger%2C N-recognin%2C  metazoa 
ch08	Solyc08g082330.2	62322768	62324062	1295	EDS171	Unknown Protein (AHRD V1)
ch08	Solyc08g082340.2	62324773	62331770	6998	EDS171	Glycerol-3-phosphate acyltransferase 3 (AHRD V1 **** GPAT3_HUMAN)%3B contains Interpro domain(s)  IPR002123  Phospholipid/glycerol acyltransferase 
ch08	Solyc08g082350.2	62345086	62348458	3373	EDS171	F-box domain containing protein expressed (AHRD V1 ***- Q2R1T3_ORYSJ)%3B contains Interpro domain(s)  IPR005174  Protein of unknown function DUF295 
ch08	Solyc08g082360.1	62352262	62352603	342	EDS171	Unknown Protein (AHRD V1)
ch08	Solyc08g082370.1	62363627	62363929	303	EDS171	Unknown Protein (AHRD V1)
ch08	Solyc08g082380.1	62374897	62375325	429	EDS171	Unknown Protein (AHRD V1)
ch08	Solyc08g082390.2	62378584	62382493	3910	EDS171	Unknown Protein (AHRD V1)
ch08	Solyc08g082400.1	62383099	62383851	753	EDS171	Genome sequencing data contig C313 (AHRD V1 *-*- A8YHF7_MICAE)
ch08	Solyc08g082410.2	62387542	62395462	7921	EDS171	Eukaryotic translation initiation factor 3 subunit 10-like (AHRD V1 *--- Q5SN81_ORYSJ)
ch08	Solyc08g082420.2	62399322	62402936	3615	EDS171	Unknown Protein (AHRD V1)%3B contains Interpro domain(s)  IPR001849  Pleckstrin homology 
ch08	Solyc08g082430.2	62404261	62407246	2986	EDS171	Nucleoside diphosphate kinase (AHRD V1 ***- D5ILC3_SOLTU)%3B contains Interpro domain(s)  IPR001564  Nucleoside diphosphate kinase%2C core 
ch08	Solyc08g083230.1	62919957	62921404	1448	EDS172	Growth-regulating factor 3 (AHRD V1 *--- Q6AWY6_ORYSJ)%3B contains Interpro domain(s)  IPR014977  WRC 
ch08	Solyc08g083240.2	62923263	62925544	2282	EDS172	Calmodulin-binding protein family-like (AHRD V1 **-* Q6YXT2_ORYSJ)%3B contains Interpro domain(s)  IPR000048  IQ calmodulin-binding region 
ch08	Solyc08g083250.2	62929315	62934754	5440	EDS172	Purple acid phosphatase (AHRD V1 **-* B0WRM8_CULQU)%3B contains Interpro domain(s)  IPR008963  Purple acid phosphatase-like%2C N-terminal 
ch08	Solyc08g083260.2	62935402	62939826	4425	EDS172	Snurportin-like protein (AHRD V1 ***- D0NX00_PHYIN)
ch08	Solyc08g083270.1	62941814	62942797	984	EDS172	Glutaredoxin family protein (AHRD V1 **-- D7LYR1_ARALY)%3B contains Interpro domain(s)  IPR012335  Thioredoxin fold 
ch08	Solyc08g083280.2	62949774	62952151	2378	EDS172	Alcohol dehydrogenase 2 (AHRD V1 **** B6TDN5_MAIZE)%3B contains Interpro domain(s)  IPR002085  Alcohol dehydrogenase superfamily%2C zinc-containing 
ch08	Solyc08g083290.2	62958692	62969194	10503	EDS172	Location of EST 206I21T7 gb|N37185 (AHRD V1 *-*- Q9MAQ7_ARATH)
ch08	Solyc08g083300.2	62970183	62979608	9426	EDS172	Ubiquitin carboxyl-terminal hydrolase (AHRD V1 **** B9RYW0_RICCO)%3B contains Interpro domain(s)  IPR001394  Peptidase C19%2C ubiquitin carboxyl-terminal hydrolase 2 
ch08	Solyc08g083310.2	62979638	62981391	1754	EDS172	Glucan endo-1 3-beta-glucosidase 7 (AHRD V1 ***- B6T478_MAIZE)%3B contains Interpro domain(s)  IPR000490  Glycoside hydrolase%2C family 17 
ch08	Solyc08g083320.2	62981703	62985075	3373	EDS172	Granule-bound starch synthase (AHRD V1 **** B0ZTE3_SOLTU)%3B contains Interpro domain(s)  IPR011835  Glycogen/starch synthases%2C ADP-glucose type 
ch08	Solyc08g083330.2	62986084	62991290	5207	EDS172	Membrane related protein (AHRD V1 **-- Q6ZXK5_ORYSJ)%3B contains Interpro domain(s)  IPR002913  Lipid-binding START 
ch08	Solyc08g083340.1	62992423	62993209	787	EDS172	Beta-1 3-galactosyltransferase 6 (AHRD V1 **-- B6UBH3_MAIZE)%3B contains Interpro domain(s)  IPR002659  Glycosyl transferase%2C family 31 
