SNP	CHR	BP	P	-log10P
SL2.40ch07_51760000_51860000	7	51760000	1.350939e-04	3.869364260571969
SL2.40ch07_51770000_51870000	7	51770000	1.294591e-04	3.887867416523962
SL2.40ch07_51780000_51880000	7	51780000	1.428636e-04	3.845078410347302
SL2.40ch07_51790000_51890000	7	51790000	1.365678e-04	3.8646516866778904
SL2.40ch07_51800000_51900000	7	51800000	1.903694e-04	3.720402858888308
SL2.40ch07_51810000_51910000	7	51810000	1.897444e-04	3.721831032744668
SL2.40ch07_51820000_51920000	7	51820000	1.996152e-04	3.6998063917821824
SL2.40ch07_51830000_51930000	7	51830000	2.103080e-04	3.677144206677573
SL2.40ch07_51840000_51940000	7	51840000	2.115634e-04	3.6745594621230224
SL2.40ch07_51850000_51950000	7	51850000	2.028766e-04	3.692768042059459
SL2.40ch07_51860000_51960000	7	51860000	2.268408e-04	3.6442788297559345
SL2.40ch07_51870000_51970000	7	51870000	2.761824e-04	3.5588040007263366
SL2.40ch07_51880000_51980000	7	51880000	3.603797e-04	3.443239680584993
SL2.40ch07_51890000_51990000	7	51890000	4.604672e-04	3.3368013000303014
SL2.40ch07_51900000_52000000	7	51900000	4.434136e-04	3.3531909907109876
SL2.40ch07_51910000_52010000	7	51910000	5.163038e-04	3.287094678530236
SL2.40ch07_51920000_52020000	7	51920000	6.369904e-04	3.195867112811342
SL2.40ch07_51930000_52030000	7	51930000	6.939368e-04	3.158680080930014
SL2.40ch07_52040000_52140000	7	52040000	7.502009e-04	3.1248224191711675
SL2.40ch07_52050000_52150000	7	52050000	4.927191e-04	3.3074006021987543
SL2.40ch07_52060000_52160000	7	52060000	5.136267e-04	3.289352408301214
SL2.40ch07_52070000_52170000	7	52070000	4.400595e-04	3.356488599025951
SL2.40ch07_52080000_52180000	7	52080000	5.254124e-04	3.279499681858232
SL2.40ch07_52090000_52190000	7	52090000	5.138671e-04	3.289149186840696
SL2.40ch07_52100000_52200000	7	52100000	4.661189e-04	3.3315032871139816
SL2.40ch07_52110000_52210000	7	52110000	3.683440e-04	3.433746400026863
SL2.40ch07_52120000_52220000	7	52120000	2.756577e-04	3.5596298717832795
SL2.40ch07_52130000_52230000	7	52130000	3.954942e-04	3.4028598811333466
SL2.40ch07_52140000_52240000	7	52140000	4.248199e-04	3.3717951476286454
SL2.40ch07_52150000_52250000	7	52150000	6.025635e-04	3.219997179049462
SL2.40ch07_52900000_53000000	7	52900000	9.086178e-04	3.041618759524412
SL2.40ch07_52910000_53010000	7	52910000	6.512704e-04	3.1862386599017505
SL2.40ch07_52920000_53020000	7	52920000	6.102509e-04	3.2144915714113957
SL2.40ch07_52930000_53030000	7	52930000	3.199236e-04	3.494953721867351
SL2.40ch07_52940000_53040000	7	52940000	3.453450e-04	3.4617468274474072
SL2.40ch07_52950000_53050000	7	52950000	3.470817e-04	3.4595682840483657
SL2.40ch07_52960000_53060000	7	52960000	3.511517e-04	3.4545052247307297
SL2.40ch07_52970000_53070000	7	52970000	3.884898e-04	3.4106203793389183
SL2.40ch07_52980000_53080000	7	52980000	4.391416e-04	3.3573954201156284
SL2.40ch07_52990000_53090000	7	52990000	4.927748e-04	3.3073515096520265
SL2.40ch07_53020000_53120000	7	53020000	9.187998e-04	3.036779108012172
SL2.40ch07_53030000_53130000	7	53030000	7.969028e-04	3.0985946472337105
SL2.40ch07_53040000_53140000	7	53040000	8.519442e-04	3.069588849394909
SL2.40ch07_53050000_53150000	7	53050000	8.051581e-04	3.0941188336495817
SL2.40ch07_53060000_53160000	7	53060000	7.727018e-04	3.1119880760697676
SL2.40ch07_53070000_53170000	7	53070000	8.398318e-04	3.0758076849456923
SL2.40ch07_53080000_53180000	7	53080000	8.001291e-04	3.0968399343903554
SL2.40ch07_53090000_53190000	7	53090000	7.668536e-04	3.1152875392855175
SL2.40ch07_53100000_53200000	7	53100000	3.450007e-04	3.46218002375041
SL2.40ch07_53110000_53210000	7	53110000	4.725911e-04	3.3255144614114034
SL2.40ch07_53120000_53220000	7	53120000	6.887675e-04	3.161927353574814
SL2.40ch07_53130000_53230000	7	53130000	7.909971e-04	3.1018251087353277
SL2.40ch07_53140000_53240000	7	53140000	7.808208e-04	3.1074486261752465
SL2.40ch07_53340000_53440000	7	53340000	6.972364e-04	3.1566199481448205
SL2.40ch07_53350000_53450000	7	53350000	5.285558e-04	3.2769091571685425
SL2.40ch07_53360000_53460000	7	53360000	6.335735e-04	3.198202995945792
SL2.40ch07_53910000_54010000	7	53910000	9.272826e-04	3.0327878894620275
SL2.40ch07_54160000_54260000	7	54160000	9.699515e-04	3.0132499810007367
SL2.40ch07_54170000_54270000	7	54170000	9.093102e-04	3.0412879372764343
SL2.40ch07_54180000_54280000	7	54180000	8.051404e-04	3.094128380963114
SL2.40ch07_54300000_54400000	7	54300000	1.966805e-04	3.706238696319618
SL2.40ch07_54310000_54410000	7	54310000	2.642364e-04	3.5780073561755024
SL2.40ch07_54320000_54420000	7	54320000	7.569361e-04	3.120940781779634
SL2.40ch07_54330000_54430000	7	54330000	7.925250e-04	3.1009870291849118
SL2.40ch07_54340000_54440000	7	54340000	8.178868e-04	3.087306800897563
SL2.40ch07_54440000_54540000	7	54440000	9.903742e-04	3.004200681877651
SL2.40ch07_54450000_54550000	7	54450000	3.453539e-04	3.4617356352451636
SL2.40ch07_54460000_54560000	7	54460000	2.540799e-04	3.595029690181275
SL2.40ch07_54470000_54570000	7	54470000	3.344469e-04	3.4756728251834166
SL2.40ch07_54480000_54580000	7	54480000	4.890746e-04	3.3106248915976177
SL2.40ch07_54490000_54590000	7	54490000	9.687878e-04	3.0137713389257397
SL2.40ch07_54500000_54600000	7	54500000	8.692693e-04	3.06084565809026
SL2.40ch07_54510000_54610000	7	54510000	9.956339e-04	3.001900324666607
SL2.40ch07_54520000_54620000	7	54520000	9.494443e-04	3.0225305084542917
SL2.40ch07_54530000_54630000	7	54530000	9.332582e-04	3.0299981854904803
SL2.40ch07_54540000_54640000	7	54540000	9.837436e-04	3.0071180800394615
SL2.40ch07_54550000_54650000	7	54550000	8.843642e-04	3.0533688464383513
SL2.40ch07_54570000_54670000	7	54570000	1.036241e-03	2.9845392283763488
SL2.40ch07_54590000_54690000	7	54590000	5.897489e-04	3.229332860487938
SL2.40ch07_54600000_54700000	7	54600000	7.290031e-04	3.1372706248918587
SL2.40ch07_54610000_54710000	7	54610000	1.036802e-03	2.9843041737148726
SL2.40ch07_55260000_55360000	7	55260000	5.503427e-04	3.25936678983295
SL2.40ch07_55270000_55370000	7	55270000	2.216087e-04	3.6544131939082947
SL2.40ch07_55280000_55380000	7	55280000	2.300295e-04	3.638216464566462
SL2.40ch07_55290000_55390000	7	55290000	2.282723e-04	3.641546785342943
SL2.40ch07_55470000_55570000	7	55470000	8.827777e-04	3.054148646159759
SL2.40ch07_55500000_55600000	7	55500000	1.004452e-03	2.998070812159349
SL2.40ch07_55520000_55620000	7	55520000	8.284367e-04	3.081740669973614
SL2.40ch07_55530000_55630000	7	55530000	8.125068e-04	3.090172995653557
SL2.40ch07_55540000_55640000	7	55540000	1.045535e-03	2.980661424297822
SL2.40ch07_56050000_56150000	7	56050000	1.039886e-03	2.9830142686672203
SL2.40ch07_56060000_56160000	7	56060000	1.006283e-03	2.9972798641565936
SL2.40ch07_56070000_56170000	7	56070000	9.770737e-04	3.0100726765103634
SL2.40ch07_56080000_56180000	7	56080000	8.952839e-04	3.048039225407713
SL2.40ch07_56090000_56190000	7	56090000	7.883500e-04	3.1032809280413685
SL2.40ch07_56100000_56200000	7	56100000	9.172923e-04	3.037492252062605
SL2.40ch07_56110000_56210000	7	56110000	9.957458e-04	3.0018515167445656
SL2.40ch07_56330000_56430000	7	56330000	5.961567e-04	3.224639570795789
SL2.40ch07_56340000_56440000	7	56340000	9.792429e-04	3.0091095686205356
SL2.40ch07_56350000_56450000	7	56350000	9.111314e-04	3.0404189861666513
SL2.40ch07_56360000_56460000	7	56360000	8.705757e-04	3.060193459281991
SL2.40ch07_56370000_56470000	7	56370000	9.069581e-04	3.04241277618039
SL2.40ch07_56520000_56620000	7	56520000	9.249453e-04	3.0338839500832293
SL2.40ch07_56530000_56630000	7	56530000	9.355764e-04	3.028920741842622
SL2.40ch07_56540000_56640000	7	56540000	2.506515e-04	3.6009296920492373
SL2.40ch07_56550000_56650000	7	56550000	2.677104e-04	3.572334757035409
SL2.40ch07_56560000_56660000	7	56560000	2.550444e-04	3.593384207815204
SL2.40ch07_56570000_56670000	7	56570000	2.578237e-04	3.58867716337465
SL2.40ch07_56580000_56680000	7	56580000	1.971818e-04	3.705133173189629
SL2.40ch07_56590000_56690000	7	56590000	2.051476e-04	3.687933559432401
SL2.40ch07_56600000_56700000	7	56600000	2.118872e-04	3.6738952780096974
SL2.40ch07_56610000_56710000	7	56610000	8.827013e-04	3.054186233804175
SL2.40ch07_56740000_56840000	7	56740000	3.658917e-04	3.4366474420714246
SL2.40ch07_56750000_56850000	7	56750000	3.823388e-04	3.41755162724683
SL2.40ch07_56760000_56860000	7	56760000	3.808906e-04	3.419199745161327
SL2.40ch07_56770000_56870000	7	56770000	2.768987e-04	3.5576790832004415
SL2.40ch07_60770000_60870000	7	60770000	5.298188e-04	3.2758726353339935
SL2.40ch07_60780000_60880000	7	60780000	7.093083e-04	3.149164958207144
SL2.40ch07_60790000_60890000	7	60790000	7.058650e-04	3.1512783518678957
SL2.40ch07_60800000_60900000	7	60800000	9.177963e-04	3.0372536974507103
SL2.40ch07_60810000_60910000	7	60810000	7.690743e-04	3.114031701133223
SL2.40ch07_60820000_60920000	7	60820000	7.582362e-04	3.120195485162883
SL2.40ch08_18010000_18110000	8	18010000	3.793890e-04	3.4209152651936816
SL2.40ch08_20210000_20310000	8	20210000	5.572458e-04	3.253953196142831
SL2.40ch08_20220000_20320000	8	20220000	5.572458e-04	3.253953196142831
SL2.40ch08_20230000_20330000	8	20230000	3.715072e-04	3.4300327649721303
SL2.40ch08_20240000_20340000	8	20240000	1.791240e-08	7.746846221134413
SL2.40ch08_20250000_20350000	8	20250000	1.114419e-08	7.952951492128948
SL2.40ch08_21260000_21360000	8	21260000	3.883433e-06	5.410784183230264
SL2.40ch08_25350000_25450000	8	25350000	4.920031e-06	5.30803216083294
SL2.40ch08_40200000_40300000	8	40200000	1.873985e-09	8.727233889671986
SL2.40ch08_40210000_40310000	8	40210000	1.873985e-09	8.727233889671986
SL2.40ch08_40220000_40320000	8	40220000	1.873985e-09	8.727233889671986
SL2.40ch08_40230000_40330000	8	40230000	1.873985e-09	8.727233889671986
SL2.40ch08_40240000_40340000	8	40240000	1.873985e-09	8.727233889671986
SL2.40ch08_40250000_40350000	8	40250000	1.022680e-11	10.990260237230844
SL2.40ch08_40260000_40360000	8	40260000	1.022680e-11	10.990260237230844
SL2.40ch08_42260000_42360000	8	42260000	3.825400e-18	17.417323146468505
SL2.40ch08_42270000_42370000	8	42270000	8.463386e-04	3.072455851273485
SL2.40ch08_54230000_54330000	8	54230000	6.357963e-04	3.1966820037793124
SL2.40ch08_54240000_54340000	8	54240000	5.920945e-04	3.227608973085783
SL2.40ch08_54250000_54350000	8	54250000	5.732229e-04	3.2416764680566597
SL2.40ch08_54260000_54360000	8	54260000	8.498148e-04	3.0706757096993615
SL2.40ch08_54270000_54370000	8	54270000	9.000123e-04	3.0457515552433136
SL2.40ch08_54280000_54380000	8	54280000	9.926465e-04	3.0032053843669884
SL2.40ch08_54680000_54780000	8	54680000	6.142327e-04	3.2116670666758713
SL2.40ch08_54820000_54920000	8	54820000	4.332357e-04	3.3632757633251473
SL2.40ch08_54830000_54930000	8	54830000	2.422305e-04	3.6157711743732244
SL2.40ch08_54840000_54940000	8	54840000	2.092216e-04	3.679393481006683
SL2.40ch08_57380000_57480000	8	57380000	7.543019e-04	3.1224547983446733
SL2.40ch08_57390000_57490000	8	57390000	8.113795e-04	3.090775969209149
SL2.40ch08_57600000_57700000	8	57600000	8.271710e-04	3.082404700024734
SL2.40ch08_57610000_57710000	8	57610000	4.704589e-04	3.327478311201365
SL2.40ch08_57620000_57720000	8	57620000	4.801415e-04	3.3186307550971175
SL2.40ch08_57770000_57870000	8	57770000	4.187028e-04	3.3780941348324776
SL2.40ch08_58170000_58270000	8	58170000	1.663570e-04	3.778958920088743
SL2.40ch08_58180000_58280000	8	58180000	1.845184e-04	3.7339603199112874
SL2.40ch08_58190000_58290000	8	58190000	1.938919e-04	3.712440333565862
SL2.40ch08_58200000_58300000	8	58200000	7.627067e-05	4.117642438532948
SL2.40ch08_58210000_58310000	8	58210000	6.549266e-05	4.183807370239061
SL2.40ch08_58220000_58320000	8	58220000	6.965624e-05	4.157039972187916
SL2.40ch08_58230000_58330000	8	58230000	4.679961e-04	3.3297577660616384
SL2.40ch08_58240000_58340000	8	58240000	4.545445e-04	3.342423592841576
SL2.40ch08_58250000_58350000	8	58250000	3.896862e-04	3.409284973652958
SL2.40ch08_58260000_58360000	8	58260000	7.493122e-04	3.1253371963361767
SL2.40ch08_58270000_58370000	8	58270000	6.287833e-04	3.201499001342313
SL2.40ch08_58280000_58380000	8	58280000	5.736540e-04	3.241349973800883
SL2.40ch08_58290000_58390000	8	58290000	5.994496e-04	3.2222473252624146
SL2.40ch08_58300000_58400000	8	58300000	6.082053e-04	3.2159497996625785
SL2.40ch08_58310000_58410000	8	58310000	7.497959e-04	3.1250569386974023
SL2.40ch08_58320000_58420000	8	58320000	1.039706e-03	2.9830894497671068
SL2.40ch08_58330000_58430000	8	58330000	8.752226e-04	3.057881476512738
SL2.40ch08_58440000_58540000	8	58440000	9.949590e-04	3.002194815174503
SL2.40ch08_58590000_58690000	8	58590000	9.114181e-04	3.040282350943313
SL2.40ch08_58600000_58700000	8	58600000	4.944112e-04	3.3059116996443554
SL2.40ch08_58610000_58710000	8	58610000	4.782326e-04	3.3203608223700973
SL2.40ch08_58620000_58720000	8	58620000	5.101369e-04	3.292313261282028
SL2.40ch08_58630000_58730000	8	58630000	4.327387e-04	3.3637742639302566
SL2.40ch08_58640000_58740000	8	58640000	4.869225e-04	3.3125401568567083
SL2.40ch08_58650000_58750000	8	58650000	3.374061e-04	3.4718470700207766
SL2.40ch08_59240000_59340000	8	59240000	8.020850e-04	3.095779605437932
SL2.40ch08_59250000_59350000	8	59250000	9.199178e-04	3.0362509776558815
SL2.40ch08_60990000_61090000	8	60990000	9.309393e-04	3.0310786353822046
SL2.40ch08_61010000_61110000	8	61010000	7.583858e-04	3.1201098073147393
SL2.40ch08_61020000_61120000	8	61020000	8.087921e-04	3.0921630994338245
SL2.40ch08_61030000_61130000	8	61030000	8.966007e-04	3.047400926404848
SL2.40ch08_61040000_61140000	8	61040000	8.966007e-04	3.047400926404848
SL2.40ch08_61050000_61150000	8	61050000	7.168912e-04	3.144546750643253
SL2.40ch08_61060000_61160000	8	61060000	5.002281e-04	3.300831915699942
SL2.40ch08_61070000_61170000	8	61070000	5.712984e-04	3.2431369922393705
SL2.40ch08_61080000_61180000	8	61080000	3.964275e-04	3.401836226326018
SL2.40ch08_61090000_61190000	8	61090000	4.373916e-04	3.359129561738889
SL2.40ch08_61800000_61900000	8	61800000	8.044918e-04	3.0944783782062206
SL2.40ch08_61810000_61910000	8	61810000	9.773242e-04	3.0099613473196056
SL2.40ch08_61820000_61920000	8	61820000	8.754039e-04	3.0577915228991595
SL2.40ch08_61830000_61930000	8	61830000	8.655180e-04	3.062723895761567
SL2.40ch08_61840000_61940000	8	61840000	8.620891e-04	3.0644478459634517
SL2.40ch08_61850000_61950000	8	61850000	7.984184e-04	3.09776946304535
SL2.40ch08_61860000_61960000	8	61860000	8.201553e-04	3.0861039042662286
SL2.40ch08_61870000_61970000	8	61870000	7.786157e-04	3.108676843419524
SL2.40ch08_61880000_61980000	8	61880000	5.807933e-04	3.235978402276648
SL2.40ch08_62170000_62270000	8	62170000	1.019701e-03	2.991527154793317
SL2.40ch08_62180000_62280000	8	62180000	8.890813e-04	3.051058524151278
SL2.40ch08_62190000_62290000	8	62190000	9.383419e-04	3.027638890588342
SL2.40ch08_62260000_62360000	8	62260000	9.941865e-04	3.002532138416203
SL2.40ch08_62280000_62380000	8	62280000	8.916148e-04	3.049822731236006
SL2.40ch08_62290000_62390000	8	62290000	8.812885e-04	3.0548818969823035
SL2.40ch08_62300000_62400000	8	62300000	8.801812e-04	3.055427911873341
SL2.40ch08_62310000_62410000	8	62310000	8.518905e-04	3.069616224836536
SL2.40ch08_62920000_63020000	8	62920000	8.289512e-04	3.081471035426244
SL2.40ch08_62930000_63030000	8	62930000	6.576968e-04	3.181974271179702
SL2.40ch08_62940000_63040000	8	62940000	7.370328e-04	3.132513184404132
SL2.40ch08_62950000_63032657	8	62950000	7.974818e-04	3.0982792195557516
SL2.40ch09_6460000_6560000	9	6460000	3.753919e-04	3.4255151025810964
SL2.40ch09_6470000_6570000	9	6470000	2.615748e-04	3.582404098069895
SL2.40ch09_6480000_6580000	9	6480000	2.519124e-04	3.59875045449858
SL2.40ch09_9250000_9350000	9	9250000	7.952755e-04	3.099482396622689
SL2.40ch09_14500000_14600000	9	14500000	1.001324e-03	2.9994253744242045
SL2.40ch09_25410000_25510000	9	25410000	4.237100e-05	4.372931286073191
SL2.40ch09_25420000_25520000	9	25420000	2.159767e-05	4.665593098882592
SL2.40ch09_25430000_25530000	9	25430000	1.173148e-04	3.9306471954473294
SL2.40ch09_54610000_54710000	9	54610000	4.419956e-04	3.354582053965912
SL2.40ch09_54620000_54720000	9	54620000	8.035472e-04	3.0949886078894457
SL2.40ch09_54630000_54730000	9	54630000	9.452460e-04	3.024455151766647
SL2.40ch09_59960000_60060000	9	59960000	1.013847e-03	2.994027579587745
SL2.40ch09_60890000_60990000	9	60890000	5.746973e-04	3.240560843231459
SL2.40ch09_63880000_63980000	9	63880000	8.234909e-04	3.0843411956461657
SL2.40ch09_64700000_64800000	9	64700000	9.445945e-04	3.0247545874768758
SL2.40ch09_64710000_64810000	9	64710000	9.017555e-04	3.0449112001464265
SL2.40ch09_64720000_64820000	9	64720000	5.732572e-04	3.241650481908738
SL2.40ch09_64730000_64830000	9	64730000	7.018767e-04	3.1537391744981536
SL2.40ch09_64740000_64840000	9	64740000	7.278455e-04	3.137960798734298
SL2.40ch09_65550000_65650000	9	65550000	7.002178e-04	3.1547668533774407
SL2.40ch09_66130000_66230000	9	66130000	1.040296e-03	2.982843071397091
SL2.40ch09_66140000_66240000	9	66140000	1.037099e-03	2.9841797844966726
SL2.40ch09_66150000_66250000	9	66150000	1.003116e-03	2.9986488424063698
SL2.40ch10_450000_550000	10	450000	9.467390e-04	3.0237697321718087
SL2.40ch10_600000_700000	10	600000	3.698064e-04	3.432025577058315
SL2.40ch10_610000_710000	10	610000	4.328827e-04	3.363629770261382
SL2.40ch10_620000_720000	10	620000	4.040844e-04	3.393527915517988
SL2.40ch10_8180000_8280000	10	8180000	1.921283e-14	13.716408659976352
SL2.40ch10_15460000_15560000	10	15460000	9.643551e-04	3.01576301840676
SL2.40ch10_15470000_15570000	10	15470000	5.756599e-04	3.2398340220912876
SL2.40ch10_15480000_15580000	10	15480000	5.842607e-04	3.2333933253056037
SL2.40ch10_15490000_15590000	10	15490000	7.219291e-04	3.141505452001994
SL2.40ch10_15730000_15830000	10	15730000	8.662968e-04	3.0623332898315256
SL2.40ch10_15740000_15840000	10	15740000	8.142621e-04	3.089235779064365
SL2.40ch10_15750000_15850000	10	15750000	7.882147e-04	3.103355469915287
SL2.40ch10_15760000_15860000	10	15760000	7.353937e-04	3.133480094982462
SL2.40ch10_15770000_15870000	10	15770000	6.706473e-04	3.173505819525495
SL2.40ch10_15780000_15880000	10	15780000	6.560497e-04	3.183063258767404
SL2.40ch10_15790000_15890000	10	15790000	7.003210e-04	3.154702850594207
SL2.40ch10_15800000_15900000	10	15800000	7.237945e-04	3.1403847213504026
SL2.40ch10_15810000_15910000	10	15810000	6.444008e-04	3.1908439290917863
SL2.40ch10_15820000_15920000	10	15820000	2.929733e-04	3.533171957089692
SL2.40ch10_15930000_16030000	10	15930000	2.027114e-04	3.6931218269464776
SL2.40ch10_15960000_16060000	10	15960000	2.111960e-14	13.675314311490396
SL2.40ch10_15970000_16070000	10	15970000	2.111960e-14	13.675314311490396
SL2.40ch10_15980000_16080000	10	15980000	4.172625e-07	6.379590644224009
SL2.40ch10_15990000_16090000	10	15990000	4.256407e-06	5.370956851248012
SL2.40ch10_16000000_16100000	10	16000000	8.886235e-04	3.051282205853899
SL2.40ch10_16010000_16110000	10	16010000	4.013186e-04	3.396510711459366
SL2.40ch10_16020000_16120000	10	16020000	4.008631e-04	3.3970039193143142
SL2.40ch10_16030000_16130000	10	16030000	5.367395e-04	3.270236442721547
SL2.40ch10_25480000_25580000	10	25480000	1.809597e-15	14.742418132403438
SL2.40ch10_25490000_25590000	10	25490000	2.149000e-17	16.667763584508556
SL2.40ch10_25500000_25600000	10	25500000	2.149000e-17	16.667763584508556
SL2.40ch10_25510000_25610000	10	25510000	2.149000e-17	16.667763584508556
SL2.40ch10_25860000_25960000	10	25860000	1.857000e-13	12.731188096260219
SL2.40ch10_25870000_25970000	10	25870000	1.857000e-13	12.731188096260219
SL2.40ch10_25880000_25980000	10	25880000	1.857000e-13	12.731188096260219
SL2.40ch10_25890000_25990000	10	25890000	1.857000e-13	12.731188096260219
SL2.40ch10_25900000_26000000	10	25900000	1.857000e-13	12.731188096260219
SL2.40ch10_25910000_26010000	10	25910000	1.857000e-13	12.731188096260219
SL2.40ch10_25920000_26020000	10	25920000	1.857000e-13	12.731188096260219
SL2.40ch10_25930000_26030000	10	25930000	1.857000e-13	12.731188096260219
SL2.40ch10_25940000_26040000	10	25940000	1.857000e-13	12.731188096260219
